id,group_random,group_random_dummy,Y0,Y1
8679,control,0,6,8.2
8680,treatment,1,7,9.2
8681,treatment,1,4,5.2
8682,treatment,1,2,3.2
8683,control,0,1,2
8684,treatment,1,9,11
8685,treatment,1,9,11.2
8686,treatment,1,1,2
8687,control,0,2,4.2
8688,treatment,1,6,9.2
8689,control,0,4,7.2
8690,control,0,7,8
8691,control,0,5,7.2
8692,control,0,11,12.2
8693,treatment,1,10,11
8694,control,0,7,9
8695,control,0,5,8.2
8696,control,0,5,6
8697,treatment,1,5,6
8698,control,0,5,6
8699,control,0,6,7
8700,treatment,1,2,5
8701,control,0,6,7
8702,control,0,5,8.2
8703,treatment,1,10,11
8704,control,0,4,6
8705,treatment,1,4,5
8706,control,0,7,9.2
8707,control,0,10,13.2
8708,control,0,1,4
8709,control,0,10,13
8710,treatment,1,6,9.2
8711,control,0,4,7.2
8712,treatment,1,7,8.2
8713,control,0,4,7
8714,treatment,1,2,3
8715,control,0,9,10.2
8716,control,0,7,10.2
8717,treatment,1,11,14.2
8718,treatment,1,1,3
8719,control,0,11,12.2
8720,treatment,1,2,4.2
8721,control,0,4,5.2
8722,control,0,8,11
8723,control,0,8,9
8724,control,0,10,12
8725,control,0,11,14.2
8726,treatment,1,7,8
8727,control,0,10,13
8728,treatment,1,6,7.2
8729,treatment,1,8,9
8730,treatment,1,7,9
8731,control,0,7,8
8732,control,0,6,7.2
8733,treatment,1,8,11.2
8734,treatment,1,7,8
8735,control,0,7,9.2
8736,treatment,1,4,5.2
8737,control,0,8,9.2
8738,treatment,1,4,7
8739,treatment,1,8,10
8740,treatment,1,10,13
8741,control,0,9,10
8742,control,0,7,9.2
8743,control,0,8,9.2
8744,control,0,2,3
8745,treatment,1,9,12
8746,control,0,4,5
8747,treatment,1,1,3
8748,control,0,4,5
8749,control,0,5,7.2
8750,control,0,4,5
8751,treatment,1,9,12.2
8752,treatment,1,8,9.2
8753,control,0,8,9.2
8754,control,0,2,5.2
8755,control,0,2,3
8756,control,0,2,4
8757,treatment,1,2,4.2
8758,treatment,1,5,8
8759,control,0,6,8.2
8760,control,0,4,7.2
8761,control,0,10,12.2
8762,treatment,1,4,7.2
8763,control,0,2,4
8764,treatment,1,6,7
8765,control,0,11,12.2
8766,control,0,10,12
8767,control,0,9,10
8768,control,0,6,9.2
8769,treatment,1,5,7
8770,treatment,1,6,7
8771,treatment,1,10,12.2
8772,control,0,8,10
8773,treatment,1,9,10.2
8774,control,0,9,12.2
8775,control,0,3,4
8776,control,0,1,4
8777,control,0,2,3.2
8778,treatment,1,3,4
8779,control,0,3,4.2
8780,control,0,3,4
8781,treatment,1,2,4
8782,control,0,11,13.2
8783,control,0,10,11
8784,treatment,1,3,5.2
8785,control,0,4,7
8786,treatment,1,2,3
8787,treatment,1,8,11.2
8788,treatment,1,7,9.2
8789,treatment,1,8,11
8790,treatment,1,11,12.2
8791,control,0,10,13.2
8792,treatment,1,9,11.2
8793,control,0,9,12
8794,control,0,2,5.2
8795,control,0,1,4
8796,treatment,1,6,9.2
8797,control,0,10,13
8798,treatment,1,11,12.2
8799,control,0,2,5
8800,control,0,6,9.2
8801,treatment,1,10,13.2
8802,control,0,5,6
8803,control,0,4,6.2
8804,control,0,6,7.2
8805,control,0,5,7.2
8806,treatment,1,8,10.2
8807,treatment,1,5,8.2
8808,control,0,10,12
8809,control,0,7,10
8810,treatment,1,10,11
8811,control,0,9,12
8812,control,0,8,11
8813,control,0,1,4
8814,control,0,5,7
8815,control,0,7,10
8816,control,0,6,9.2
8817,treatment,1,3,4.2
8818,control,0,4,7.2
8819,control,0,1,3
8820,treatment,1,6,7
8821,treatment,1,2,5.2
8822,control,0,4,5.2
8823,control,0,8,9.2
8824,treatment,1,9,10
8825,control,0,10,11.2
8826,treatment,1,3,4.2
8827,treatment,1,2,5.2
8828,control,0,7,9
8829,control,0,6,9
8830,control,0,7,9
8831,control,0,10,13.2
8832,treatment,1,3,4
8833,control,0,4,6.2
8834,treatment,1,8,11.2
8835,treatment,1,5,7
8836,treatment,1,2,3
8837,treatment,1,10,12
8838,control,0,4,6
8839,treatment,1,2,4
8840,treatment,1,4,6.2
8841,treatment,1,10,11.2
8842,control,0,6,7.2
8843,control,0,4,6.2
8844,treatment,1,2,3.2
8845,control,0,3,6.2
8846,control,0,2,3
8847,control,0,2,4
8848,control,0,3,6.2
8849,control,0,8,11.2
8850,control,0,2,3.2
8851,treatment,1,3,6.2
8852,treatment,1,8,9
8853,control,0,4,5.2
8854,treatment,1,9,10.2
8855,treatment,1,9,11.2
8856,treatment,1,9,12
8857,control,0,3,5.2
8858,control,0,4,5.2
8859,control,0,7,9.2
8860,treatment,1,4,6.2
8861,treatment,1,5,7
8862,treatment,1,3,6
8863,treatment,1,4,6.2
8864,treatment,1,6,9
8865,control,0,2,3.2
8866,control,0,1,3
8867,control,0,2,4.2
8868,control,0,7,8
8869,treatment,1,11,12.2
8870,control,0,5,8
8871,control,0,3,4
8872,treatment,1,4,7
8873,treatment,1,9,10.2
8874,treatment,1,3,5
8875,treatment,1,6,7.2
8876,treatment,1,4,7
8877,control,0,8,10
8878,treatment,1,8,11.2
8879,treatment,1,2,5
8880,control,0,9,11
8881,treatment,1,3,6.2
8882,control,0,4,5.2
8883,control,0,5,6
8884,control,0,7,8
8885,treatment,1,9,11
8886,treatment,1,7,9
8887,control,0,9,11.2
8888,control,0,2,5
8889,control,0,3,6.2
8890,treatment,1,11,12.2
8891,treatment,1,7,9.2
8892,treatment,1,6,8.2
8893,control,0,11,13.2
8894,treatment,1,3,6.2
8895,treatment,1,9,10.2
8896,treatment,1,4,6.2
8897,control,0,2,4.2
8898,control,0,4,6
8899,control,0,6,8.2
8900,control,0,9,11.2
8901,control,0,4,5.2
8902,control,0,4,5.2
8903,treatment,1,8,10.2
8904,control,0,1,3
8905,treatment,1,3,4
8906,control,0,7,8
8907,treatment,1,11,12.2
8908,treatment,1,10,12.2
8909,control,0,2,4
8910,treatment,1,7,10
8911,treatment,1,5,6
8912,control,0,2,3
8913,control,0,7,10
8914,control,0,6,8.2
8915,control,0,6,8.2
8916,control,0,7,8
8917,control,0,10,12
8918,treatment,1,9,11.2
8919,control,0,8,9
8920,control,0,4,7
8921,treatment,1,9,12
8922,control,0,2,5
8923,control,0,9,12.2
8924,treatment,1,9,11.2
8925,treatment,1,2,3
8926,treatment,1,8,10.2
8927,control,0,2,5.2
8928,treatment,1,8,11
8929,treatment,1,6,7.2
8930,treatment,1,10,11.2
8931,treatment,1,5,8
8932,control,0,10,11.2
8933,control,0,11,13.2
8934,control,0,5,7.2
8935,treatment,1,3,6.2
8936,treatment,1,4,5.2
8937,control,0,2,5.2
8938,control,0,6,9.2
8939,control,0,8,9.2
8940,control,0,8,9.2
8941,treatment,1,2,3
8942,control,0,2,4.2
8943,treatment,1,8,9.2
8944,control,0,10,12.2
8945,treatment,1,8,11.2
8946,treatment,1,10,12.2
8947,control,0,11,14.2
8948,control,0,9,11.2
8949,treatment,1,3,5
8950,control,0,8,11
8951,treatment,1,9,12.2
8952,treatment,1,1,2
8953,control,0,8,11
8954,control,0,11,13.2
8955,control,0,3,6
8956,control,0,4,5.2
8957,control,0,3,4.2
8958,control,0,9,12
8959,control,0,9,11.2
8960,treatment,1,5,6
8961,control,0,6,9
8962,treatment,1,4,5
8963,control,0,8,11.2
8964,treatment,1,5,6.2
8965,control,0,3,5
8966,control,0,5,6
8967,treatment,1,10,13
8968,control,0,7,10
8969,treatment,1,2,5.2
8970,control,0,6,9
8971,treatment,1,6,7.2
8972,control,0,10,11.2
8973,control,0,3,6.2
8974,treatment,1,2,5.2
8975,treatment,1,10,13.2
8976,control,0,9,10.2
8977,control,0,2,3
8978,control,0,8,9.2
8979,treatment,1,6,8
8980,control,0,4,7.2
8981,control,0,1,2
8982,treatment,1,5,8.2
8983,control,0,1,2
8984,control,0,6,8
8985,treatment,1,9,12.2
8986,treatment,1,9,11
8987,treatment,1,4,6.2
8988,control,0,8,9.2
8989,treatment,1,2,4
8990,control,0,2,5.2
8991,treatment,1,5,6
8992,treatment,1,6,8
8993,treatment,1,6,7.2
8994,control,0,2,5
8995,treatment,1,7,8.2
8996,control,0,5,6
8997,control,0,1,4
8998,control,0,10,13
8999,control,0,7,8
9000,control,0,1,4
9001,control,0,7,9.2
9002,control,0,11,12.2
9003,control,0,10,12
9004,treatment,1,9,10
9005,treatment,1,8,9.2
9006,treatment,1,10,13
9007,control,0,7,8
9008,control,0,6,9.2
9009,treatment,1,1,3
9010,treatment,1,10,11
9011,treatment,1,1,4
9012,treatment,1,6,9
9013,treatment,1,6,9
9014,control,0,8,11
9015,control,0,8,10.2
9016,treatment,1,9,10
9017,control,0,4,6
9018,control,0,9,11
9019,control,0,6,9
9020,treatment,1,5,6.2
9021,treatment,1,7,9.2
9022,control,0,4,6.2
9023,control,0,2,4.2
9024,treatment,1,1,3
9025,control,0,1,2
9026,treatment,1,10,12
9027,control,0,8,11
9028,treatment,1,6,7
9029,control,0,4,5.2
9030,control,0,9,11.2
9031,control,0,3,6
9032,control,0,6,7.2
9033,control,0,10,12
9034,control,0,7,9.2
9035,control,0,2,3
9036,treatment,1,3,4.2
9037,treatment,1,8,11
9038,treatment,1,1,2
9039,treatment,1,8,10
9040,treatment,1,6,8.2
9041,control,0,7,8
9042,control,0,5,6.2
9043,treatment,1,9,11
9044,control,0,10,13
9045,control,0,3,6
9046,treatment,1,8,10
9047,treatment,1,4,7
9048,control,0,9,10.2
9049,control,0,8,11.2
9050,control,0,10,13
9051,control,0,8,11
9052,treatment,1,1,3
9053,control,0,7,8.2
9054,control,0,8,9
9055,control,0,1,3
9056,control,0,4,6.2
9057,treatment,1,2,5.2
9058,treatment,1,5,8.2
9059,treatment,1,8,10.2
9060,control,0,8,9.2
9061,control,0,3,6
9062,control,0,7,10.2
9063,treatment,1,10,12
9064,treatment,1,6,8
9065,treatment,1,9,10
9066,control,0,9,10.2
9067,control,0,5,8
9068,control,0,7,9.2
9069,treatment,1,5,6
9070,control,0,2,3.2
9071,control,0,5,6.2
9072,control,0,8,9
9073,treatment,1,9,10.2
9074,treatment,1,7,8.2
9075,control,0,4,5.2
9076,treatment,1,1,4
9077,control,0,11,12.2
9078,treatment,1,7,10.2
9079,treatment,1,5,6
9080,treatment,1,2,5
9081,control,0,4,7
9082,treatment,1,7,9
9083,treatment,1,3,6
9084,control,0,3,6
9085,control,0,1,3
9086,treatment,1,10,13.2
9087,control,0,5,8
9088,control,0,1,3
9089,control,0,6,7.2
9090,treatment,1,10,12
9091,treatment,1,3,6
9092,treatment,1,7,9
9093,control,0,7,10.2
9094,treatment,1,3,6.2
9095,control,0,4,7
9096,control,0,8,9.2
9097,treatment,1,10,13.2
9098,treatment,1,7,9
9099,treatment,1,10,12.2
9100,treatment,1,7,8.2
9101,control,0,3,6
9102,control,0,2,5.2
9103,treatment,1,2,3.2
9104,treatment,1,2,5.2
9105,control,0,3,4.2
9106,control,0,10,12.2
9107,treatment,1,2,4
9108,treatment,1,8,9.2
9109,control,0,5,8.2
9110,control,0,5,8
9111,treatment,1,4,6
9112,control,0,9,10
9113,treatment,1,9,10
9114,control,0,5,7
9115,control,0,11,14.2
9116,treatment,1,7,10
9117,control,0,10,11.2
9118,treatment,1,2,3
9119,control,0,3,5.2
9120,control,0,5,7.2
9121,control,0,7,8.2
9122,control,0,3,4
9123,treatment,1,5,7
9124,treatment,1,7,10.2
9125,treatment,1,4,5
9126,treatment,1,3,4.2
9127,treatment,1,7,10
9128,control,0,6,9
9129,control,0,10,11
9130,control,0,3,6
9131,treatment,1,7,10.2
9132,control,0,5,7
9133,treatment,1,5,8
9134,control,0,7,9
9135,control,0,3,5
9136,control,0,6,8
9137,control,0,5,7
9138,treatment,1,4,5.2
9139,control,0,1,2
9140,control,0,9,12.2
9141,control,0,6,8
9142,treatment,1,2,4
9143,control,0,6,7.2
9144,control,0,7,8
9145,control,0,11,14.2
9146,treatment,1,4,6.2
9147,treatment,1,4,6
9148,control,0,5,6.2
9149,treatment,1,9,12
9150,control,0,5,8
9151,treatment,1,9,10.2
9152,treatment,1,2,4.2
9153,treatment,1,7,9.2
9154,control,0,2,4
9155,control,0,2,5
9156,control,0,9,11.2
9157,treatment,1,6,7.2
9158,treatment,1,3,6
9159,control,0,9,10.2
9160,control,0,2,5.2
9161,treatment,1,8,11.2
9162,treatment,1,8,10
9163,control,0,4,7.2
9164,treatment,1,6,9
9165,control,0,8,11.2
9166,treatment,1,4,7
9167,treatment,1,11,13.2
9168,treatment,1,7,9.2
9169,treatment,1,6,9
9170,control,0,6,8.2
9171,treatment,1,10,13.2
9172,control,0,10,13
9173,treatment,1,3,6.2
9174,treatment,1,10,11
9175,control,0,1,3
9176,control,0,10,11.2
9177,control,0,9,10.2
9178,treatment,1,5,8
9179,control,0,5,8.2
9180,treatment,1,9,11.2
9181,control,0,9,11
9182,treatment,1,8,9
9183,control,0,4,5
9184,treatment,1,10,11.2
9185,control,0,11,13.2
9186,control,0,7,8
9187,treatment,1,6,7.2
9188,treatment,1,11,14.2
9189,treatment,1,3,5.2
9190,treatment,1,2,4
9191,treatment,1,2,5.2
9192,treatment,1,6,8
9193,treatment,1,4,7.2
9194,treatment,1,11,14.2
9195,treatment,1,6,8.2
9196,control,0,4,7
9197,control,0,9,10.2
9198,treatment,1,5,8
9199,treatment,1,10,12
9200,control,0,10,11.2
9201,control,0,3,5.2
9202,control,0,6,9
9203,control,0,8,11.2
9204,control,0,6,9
9205,treatment,1,8,11
9206,treatment,1,3,5
9207,control,0,7,8
9208,control,0,10,13.2
9209,treatment,1,4,6
9210,control,0,7,9
9211,treatment,1,3,4.2
9212,control,0,7,10
9213,control,0,10,12
9214,treatment,1,2,4
9215,control,0,6,8.2
9216,treatment,1,8,9
9217,treatment,1,3,4.2
9218,control,0,11,14.2
9219,control,0,4,7
9220,treatment,1,4,7
9221,treatment,1,2,3.2
9222,control,0,11,13.2
9223,control,0,2,3.2
9224,control,0,6,8
9225,treatment,1,8,9
9226,treatment,1,8,11
9227,treatment,1,7,9.2
9228,treatment,1,2,5
9229,control,0,2,5
9230,control,0,9,12
9231,treatment,1,2,3
9232,treatment,1,5,6.2
9233,treatment,1,3,6.2
9234,control,0,8,11.2
9235,treatment,1,11,12.2
9236,control,0,10,11
9237,treatment,1,1,2
9238,treatment,1,8,10.2
9239,treatment,1,8,11.2
9240,control,0,4,6.2
9241,control,0,4,6.2
9242,control,0,2,3
9243,treatment,1,8,9
9244,control,0,10,12.2
9245,control,0,2,5
9246,treatment,1,3,6
9247,control,0,3,5.2
9248,control,0,3,4
9249,treatment,1,7,8
9250,control,0,9,10
9251,control,0,9,11
9252,control,0,2,3
9253,treatment,1,10,12
9254,control,0,7,10
9255,control,0,6,7
9256,treatment,1,8,10
9257,control,0,6,8
9258,control,0,5,8
9259,treatment,1,9,11
9260,treatment,1,8,11
9261,control,0,8,10
9262,control,0,7,8
9263,treatment,1,4,5
9264,control,0,2,5.2
9265,control,0,2,5.2
9266,control,0,7,10
9267,control,0,2,4
9268,treatment,1,6,9
9269,control,0,7,8
9270,treatment,1,6,9.2
9271,control,0,5,7.2
9272,treatment,1,9,10
9273,treatment,1,10,12.2
9274,control,0,7,10.2
9275,control,0,7,8.2
9276,treatment,1,7,9.2
9277,treatment,1,9,12
9278,treatment,1,3,5.2
9279,treatment,1,6,8
9280,treatment,1,4,6
9281,treatment,1,2,3.2
9282,control,0,8,11
9283,control,0,2,4.2
9284,control,0,11,12.2
9285,control,0,9,12.2
9286,control,0,11,14.2
9287,treatment,1,3,4
9288,control,0,9,11.2
9289,treatment,1,10,11
9290,control,0,3,4.2
9291,treatment,1,3,4
9292,treatment,1,6,9.2
9293,treatment,1,6,8
9294,control,0,7,8.2
9295,control,0,6,7
9296,control,0,8,10.2
9297,treatment,1,3,6.2
9298,control,0,9,11
9299,control,0,9,10.2
9300,treatment,1,4,5
9301,treatment,1,8,10
9302,control,0,4,5
9303,treatment,1,1,4
9304,control,0,10,12.2
9305,control,0,9,10
9306,control,0,8,10.2
9307,treatment,1,4,7.2
9308,control,0,7,9
9309,treatment,1,4,5.2
9310,treatment,1,8,11.2
9311,treatment,1,5,8.2
9312,treatment,1,7,9
9313,treatment,1,6,7.2
9314,control,0,5,7
9315,control,0,3,6.2
9316,treatment,1,8,11
9317,control,0,5,7
9318,treatment,1,8,11.2
9319,treatment,1,10,13.2
9320,treatment,1,6,8
9321,control,0,6,8.2
9322,control,0,2,5.2
9323,treatment,1,2,3.2
9324,control,0,4,5
9325,treatment,1,3,6.2
9326,control,0,6,7
9327,treatment,1,1,2
9328,treatment,1,5,8.2
9329,control,0,2,5.2
9330,control,0,10,12
9331,control,0,3,6.2
9332,treatment,1,6,8
9333,treatment,1,8,9.2
9334,control,0,4,7.2
9335,control,0,3,6.2
9336,treatment,1,3,4.2
9337,treatment,1,7,8.2
9338,treatment,1,8,9.2
9339,control,0,2,5.2
9340,treatment,1,4,5.2
9341,treatment,1,6,7.2
9342,control,0,5,6
9343,treatment,1,6,8.2
9344,treatment,1,7,8.2
9345,treatment,1,3,5.2
9346,treatment,1,9,11
9347,treatment,1,10,11
9348,treatment,1,8,9
9349,treatment,1,3,4
9350,treatment,1,7,10
9351,control,0,2,4
9352,treatment,1,2,3.2
9353,treatment,1,7,10.2
9354,control,0,8,9.2
9355,control,0,6,9.2
9356,treatment,1,5,8
9357,treatment,1,5,6
9358,control,0,4,6
9359,control,0,10,11.2
9360,control,0,4,7
9361,treatment,1,3,5.2
9362,control,0,5,8
9363,treatment,1,9,10.2
9364,control,0,4,5
9365,treatment,1,10,11
9366,control,0,10,11.2
9367,control,0,11,14.2
9368,control,0,4,7.2
9369,control,0,3,6.2
9370,control,0,8,10
9371,control,0,6,8
9372,treatment,1,5,6.2
9373,control,0,3,4
9374,control,0,9,11.2
9375,control,0,10,13.2
9376,control,0,2,4.2
9377,treatment,1,4,5
9378,control,0,6,8.2
9379,control,0,2,3
9380,treatment,1,5,7.2
9381,treatment,1,4,7
9382,control,0,1,3
9383,control,0,2,5.2
9384,treatment,1,3,5
9385,control,0,7,10
9386,treatment,1,4,6.2
9387,treatment,1,3,4.2
9388,treatment,1,3,5
9389,treatment,1,7,8
9390,control,0,9,12
9391,control,0,3,5.2
9392,control,0,5,8.2
9393,control,0,8,11
9394,control,0,4,5.2
9395,treatment,1,3,5
9396,control,0,11,14.2
9397,control,0,8,10.2
9398,control,0,5,8.2
9399,control,0,8,10.2
9400,treatment,1,5,7.2
9401,treatment,1,3,5
9402,control,0,9,10
9403,control,0,5,8.2
9404,control,0,9,10
9405,treatment,1,7,8.2
9406,treatment,1,8,11.2
9407,control,0,10,13
9408,treatment,1,3,6
9409,treatment,1,1,4
9410,control,0,9,12.2
9411,treatment,1,11,13.2
9412,treatment,1,10,13
9413,control,0,9,10.2
9414,treatment,1,4,6
9415,control,0,5,7.2
9416,control,0,5,8
9417,control,0,10,11.2
9418,control,0,6,9
9419,control,0,6,7.2
9420,treatment,1,7,9.2
9421,control,0,11,12.2
9422,control,0,2,5
9423,treatment,1,2,3
9424,control,0,11,13.2
9425,control,0,5,7
9426,control,0,2,3
9427,treatment,1,4,7.2
9428,treatment,1,8,10.2
9429,control,0,7,8
9430,treatment,1,9,11.2
9431,treatment,1,7,9
9432,treatment,1,8,9.2
9433,control,0,1,4
9434,treatment,1,10,12
9435,treatment,1,4,6.2
9436,control,0,8,9.2
9437,control,0,3,6.2
9438,control,0,9,11.2
9439,control,0,10,12.2
9440,control,0,9,12
9441,control,0,8,11.2
9442,control,0,11,12.2
9443,treatment,1,3,5.2
9444,treatment,1,7,10
9445,control,0,3,6
9446,control,0,5,6
9447,treatment,1,9,10.2
9448,treatment,1,4,5.2
9449,treatment,1,2,4.2
9450,control,0,10,13.2
9451,treatment,1,8,11.2
9452,treatment,1,5,8
9453,treatment,1,5,7.2
9454,control,0,7,10
9455,treatment,1,7,8
9456,treatment,1,1,4
9457,treatment,1,1,3
9458,control,0,7,9.2
9459,control,0,7,8.2
9460,treatment,1,8,9.2
9461,control,0,5,6
9462,treatment,1,5,6.2
9463,treatment,1,6,8.2
9464,treatment,1,5,6.2
9465,treatment,1,11,13.2
9466,treatment,1,10,11.2
9467,treatment,1,8,9
9468,treatment,1,9,12.2
9469,treatment,1,7,9.2
9470,control,0,2,5
9471,treatment,1,8,9.2
9472,control,0,2,4.2
9473,treatment,1,1,4
9474,treatment,1,7,8
9475,treatment,1,7,9.2
9476,control,0,8,11
9477,treatment,1,2,5
9478,treatment,1,5,6.2
9479,control,0,2,3.2
9480,control,0,9,10.2
9481,treatment,1,4,7
9482,treatment,1,7,10
9483,control,0,2,3.2
9484,treatment,1,4,7.2
9485,control,0,11,14.2
9486,treatment,1,7,9
9487,treatment,1,2,4.2
9488,control,0,10,13.2
9489,treatment,1,10,13.2
9490,control,0,4,5.2
9491,treatment,1,10,13
9492,treatment,1,9,11.2
9493,treatment,1,5,6.2
9494,control,0,9,12
9495,control,0,3,4.2
9496,control,0,9,12.2
9497,treatment,1,9,11
9498,treatment,1,7,8
9499,control,0,9,12.2
9500,treatment,1,7,9.2
9501,treatment,1,4,5.2
9502,treatment,1,11,12.2
9503,treatment,1,6,9.2
9504,control,0,8,9
9505,treatment,1,9,12
9506,treatment,1,10,11
9507,treatment,1,9,11.2
9508,treatment,1,10,13
9509,treatment,1,6,9
9510,control,0,4,6.2
9511,control,0,7,8.2
9512,treatment,1,3,6
9513,treatment,1,3,5.2
9514,control,0,4,7
9515,control,0,6,7
9516,control,0,7,10
9517,control,0,7,9
9518,control,0,7,8.2
9519,treatment,1,7,10
9520,treatment,1,3,5
9521,treatment,1,3,4.2
9522,control,0,8,9.2
9523,treatment,1,5,6
9524,treatment,1,10,12.2
9525,treatment,1,5,7
9526,control,0,10,13.2
9527,treatment,1,4,7.2
9528,treatment,1,4,5.2
9529,control,0,7,10
9530,control,0,2,5.2
9531,control,0,10,11
9532,treatment,1,11,14.2
9533,control,0,7,10.2
9534,treatment,1,7,8.2
9535,control,0,4,7.2
9536,control,0,6,8.2
9537,treatment,1,7,9.2
9538,treatment,1,10,11
9539,treatment,1,2,3
9540,control,0,7,8
9541,treatment,1,7,8
9542,control,0,10,12
9543,control,0,9,11.2
9544,control,0,9,11
9545,control,0,6,8
9546,treatment,1,6,8
9547,treatment,1,4,5.2
9548,control,0,4,7
9549,treatment,1,9,12
9550,treatment,1,6,9
9551,control,0,3,4
9552,treatment,1,6,7
9553,control,0,2,3.2
9554,treatment,1,8,9.2
9555,treatment,1,9,11.2
9556,control,0,4,7
9557,control,0,11,12.2
9558,control,0,6,9
9559,treatment,1,9,12
9560,treatment,1,7,8
9561,control,0,6,9
9562,treatment,1,4,5.2
9563,treatment,1,5,7.2
9564,control,0,3,6
9565,control,0,3,5.2
9566,control,0,6,7
9567,treatment,1,7,9
9568,treatment,1,7,9
9569,treatment,1,6,9.2
9570,control,0,6,7
9571,treatment,1,8,10
9572,control,0,4,7
9573,control,0,10,13.2
9574,control,0,2,4.2
9575,control,0,8,10.2
9576,control,0,10,13.2
9577,treatment,1,9,12.2
9578,treatment,1,2,5
9579,treatment,1,1,3
9580,treatment,1,5,8.2
9581,control,0,4,6.2
9582,control,0,4,6
9583,treatment,1,7,9
9584,treatment,1,2,3
9585,control,0,3,5.2
9586,treatment,1,8,11
9587,treatment,1,4,7.2
9588,treatment,1,2,5
9589,treatment,1,2,5
9590,control,0,4,7
9591,control,0,9,12.2
9592,control,0,2,3.2
9593,control,0,8,10.2
9594,control,0,11,13.2
9595,treatment,1,11,14.2
9596,control,0,6,9.2
9597,control,0,2,5
9598,treatment,1,6,7
9599,treatment,1,2,5.2
9600,control,0,6,7.2
9601,control,0,9,10.2
9602,treatment,1,3,5.2
9603,control,0,10,12
9604,treatment,1,5,6
9605,control,0,10,12.2
9606,treatment,1,7,10
9607,control,0,4,7
9608,control,0,9,12.2
9609,control,0,10,12.2
9610,control,0,1,2
9611,treatment,1,9,10.2
9612,control,0,6,8.2
9613,treatment,1,7,9.2
9614,treatment,1,11,12.2
9615,control,0,1,3
9616,treatment,1,10,13
9617,control,0,8,10.2
9618,control,0,4,7
9619,control,0,7,9.2
9620,control,0,4,7.2
9621,control,0,5,6
9622,treatment,1,8,9
9623,treatment,1,6,9.2
9624,treatment,1,5,6.2
9625,treatment,1,4,6.2
9626,treatment,1,9,10.2
9627,control,0,10,12
9628,control,0,9,10.2
9629,control,0,5,7
9630,treatment,1,3,6
9631,treatment,1,3,4.2
9632,control,0,5,6
9633,control,0,10,12
9634,treatment,1,1,3
9635,control,0,2,3.2
9636,control,0,6,7
9637,treatment,1,8,9.2
9638,control,0,4,6
9639,treatment,1,10,12
9640,control,0,5,7
9641,control,0,5,8
9642,control,0,2,4.2
9643,control,0,9,11
9644,control,0,6,9.2
9645,treatment,1,6,9.2
9646,control,0,2,5.2
9647,control,0,2,3.2
9648,control,0,6,8.2
9649,control,0,2,3.2
9650,treatment,1,5,8.2
9651,control,0,6,7
9652,treatment,1,7,10.2
9653,control,0,3,5
9654,control,0,4,5
9655,treatment,1,8,10
9656,treatment,1,8,9
9657,control,0,5,8
9658,treatment,1,5,6
9659,treatment,1,9,11
9660,control,0,4,5
9661,treatment,1,10,13
9662,control,0,3,4.2
9663,control,0,5,8
9664,control,0,2,4.2
9665,treatment,1,7,10
9666,control,0,3,5.2
9667,treatment,1,6,7.2
9668,control,0,7,10
9669,treatment,1,9,12.2
9670,control,0,9,12.2
9671,treatment,1,8,11.2
9672,treatment,1,10,12
9673,control,0,3,5.2
9674,control,0,3,6.2
9675,control,0,3,6
9676,treatment,1,5,8
9677,control,0,2,3.2
9678,control,0,1,3
9679,treatment,1,4,5
9680,treatment,1,5,8.2
9681,treatment,1,6,9.2
9682,control,0,8,11.2
9683,control,0,4,5.2
9684,treatment,1,5,8.2
9685,treatment,1,1,4
9686,control,0,5,7
9687,treatment,1,2,4
9688,treatment,1,8,9
9689,control,0,6,7.2
9690,treatment,1,5,7
9691,control,0,11,13.2
9692,control,0,7,8
9693,control,0,4,7
9694,control,0,4,5.2
9695,treatment,1,1,2
9696,control,0,2,4.2
9697,control,0,10,12.2
9698,control,0,4,5.2
9699,control,0,10,12.2
9700,treatment,1,4,5
9701,control,0,1,2
