id,group,group_dummy,Y0,Y1
8818,treatment,1,4,7.2
8819,control,0,1,3
8820,control,0,6,7
8821,treatment,1,2,5.2
8822,treatment,1,4,5.2
8823,treatment,1,8,9.2
8824,control,0,9,10
8825,treatment,1,10,11.2
8826,treatment,1,3,4.2
8827,treatment,1,2,5.2
8828,control,0,7,9
8829,control,0,6,9
8830,control,0,7,9
8831,treatment,1,10,13.2
8832,control,0,3,4
8833,treatment,1,4,6.2
8834,treatment,1,8,11.2
8835,control,0,5,7
8836,control,0,2,3
8837,control,0,10,12
8838,control,0,4,6
8839,control,0,2,4
8840,treatment,1,4,6.2
8841,treatment,1,10,11.2
8842,treatment,1,6,7.2
8843,treatment,1,4,6.2
8844,treatment,1,2,3.2
8845,treatment,1,3,6.2
8846,control,0,2,3
8847,control,0,2,4
8848,treatment,1,3,6.2
8849,treatment,1,8,11.2
8850,treatment,1,2,3.2
8851,treatment,1,3,6.2
8852,control,0,8,9
8853,treatment,1,4,5.2
8854,treatment,1,9,10.2
8855,treatment,1,9,11.2
8856,control,0,9,12
8857,treatment,1,3,5.2
8858,treatment,1,4,5.2
8859,treatment,1,7,9.2
8860,treatment,1,4,6.2
8861,control,0,5,7
8862,control,0,3,6
8863,treatment,1,4,6.2
8864,control,0,6,9
8865,treatment,1,2,3.2
8866,control,0,1,3
8867,treatment,1,2,4.2
8868,control,0,7,8
8869,treatment,1,11,12.2
8870,control,0,5,8
8871,control,0,3,4
8872,control,0,4,7
8873,treatment,1,9,10.2
8874,control,0,3,5
8875,treatment,1,6,7.2
8876,control,0,4,7
8877,control,0,8,10
8878,treatment,1,8,11.2
8879,control,0,2,5
8880,control,0,9,11
8881,treatment,1,3,6.2
8882,treatment,1,4,5.2
8883,control,0,5,6
8884,control,0,7,8
8885,control,0,9,11
8886,control,0,7,9
8887,treatment,1,9,11.2
8888,control,0,2,5
8889,treatment,1,3,6.2
8890,treatment,1,11,12.2
8891,treatment,1,7,9.2
8892,treatment,1,6,8.2
8893,treatment,1,11,13.2
8894,treatment,1,3,6.2
8895,treatment,1,9,10.2
8896,treatment,1,4,6.2
8897,treatment,1,2,4.2
8898,control,0,4,6
8899,treatment,1,6,8.2
8900,treatment,1,9,11.2
8901,treatment,1,4,5.2
8902,treatment,1,4,5.2
8903,treatment,1,8,10.2
8904,control,0,1,3
8905,control,0,3,4
8906,control,0,7,8
8907,treatment,1,11,12.2
8908,treatment,1,10,12.2
8909,control,0,2,4
8910,control,0,7,10
8911,control,0,5,6
8912,control,0,2,3
8913,control,0,7,10
8914,treatment,1,6,8.2
8915,treatment,1,6,8.2
8916,control,0,7,8
8917,control,0,10,12
8918,treatment,1,9,11.2
8919,control,0,8,9
8920,control,0,4,7
8921,control,0,9,12
8922,control,0,2,5
8923,treatment,1,9,12.2
8924,treatment,1,9,11.2
8925,control,0,2,3
8926,treatment,1,8,10.2
8927,treatment,1,2,5.2
8928,control,0,8,11
8929,treatment,1,6,7.2
8930,treatment,1,10,11.2
8931,control,0,5,8
8932,treatment,1,10,11.2
8933,treatment,1,11,13.2
8934,treatment,1,5,7.2
8935,treatment,1,3,6.2
8936,treatment,1,4,5.2
8937,treatment,1,2,5.2
8938,treatment,1,6,9.2
8939,treatment,1,8,9.2
8940,treatment,1,8,9.2
8941,control,0,2,3
8942,treatment,1,2,4.2
8943,treatment,1,8,9.2
8944,treatment,1,10,12.2
8945,treatment,1,8,11.2
8946,treatment,1,10,12.2
8947,treatment,1,11,14.2
8948,treatment,1,9,11.2
8949,control,0,3,5
8950,control,0,8,11
8951,treatment,1,9,12.2
8952,control,0,1,2
8953,control,0,8,11
8954,treatment,1,11,13.2
8955,control,0,3,6
8956,treatment,1,4,5.2
8957,treatment,1,3,4.2
8958,control,0,9,12
8959,treatment,1,9,11.2
8960,control,0,5,6
8961,control,0,6,9
8962,control,0,4,5
8963,treatment,1,8,11.2
8964,treatment,1,5,6.2
8965,control,0,3,5
8966,control,0,5,6
8967,control,0,10,13
8968,control,0,7,10
8969,treatment,1,2,5.2
8970,control,0,6,9
8971,treatment,1,6,7.2
8972,treatment,1,10,11.2
8973,treatment,1,3,6.2
8974,treatment,1,2,5.2
8975,treatment,1,10,13.2
8976,treatment,1,9,10.2
8977,control,0,2,3
8978,treatment,1,8,9.2
8979,control,0,6,8
8980,treatment,1,4,7.2
8981,control,0,1,2
8982,treatment,1,5,8.2
8983,control,0,1,2
8984,control,0,6,8
8985,treatment,1,9,12.2
8986,control,0,9,11
8987,treatment,1,4,6.2
8988,treatment,1,8,9.2
8989,control,0,2,4
8990,treatment,1,2,5.2
8991,control,0,5,6
8992,control,0,6,8
8993,treatment,1,6,7.2
8994,control,0,2,5
8995,treatment,1,7,8.2
8996,control,0,5,6
8997,control,0,1,4
8998,control,0,10,13
8999,control,0,7,8
9000,control,0,1,4
9001,treatment,1,7,9.2
9002,treatment,1,11,12.2
9003,control,0,10,12
9004,control,0,9,10
9005,treatment,1,8,9.2
9006,control,0,10,13
9007,control,0,7,8
9008,treatment,1,6,9.2
9009,control,0,1,3
9010,control,0,10,11
9011,control,0,1,4
9012,control,0,6,9
9013,control,0,6,9
9014,control,0,8,11
9015,treatment,1,8,10.2
9016,control,0,9,10
9017,control,0,4,6
9018,control,0,9,11
9019,control,0,6,9
9020,treatment,1,5,6.2
9021,treatment,1,7,9.2
9022,treatment,1,4,6.2
9023,treatment,1,2,4.2
9024,control,0,1,3
9025,control,0,1,2
9026,control,0,10,12
9027,control,0,8,11
9028,control,0,6,7
9029,treatment,1,4,5.2
9030,treatment,1,9,11.2
9031,control,0,3,6
9032,treatment,1,6,7.2
9033,control,0,10,12
9034,treatment,1,7,9.2
9035,control,0,2,3
9036,treatment,1,3,4.2
9037,control,0,8,11
9038,control,0,1,2
9039,control,0,8,10
9040,treatment,1,6,8.2
9041,control,0,7,8
9042,treatment,1,5,6.2
9043,control,0,9,11
9044,control,0,10,13
9045,control,0,3,6
9046,control,0,8,10
9047,control,0,4,7
9048,treatment,1,9,10.2
9049,treatment,1,8,11.2
9050,control,0,10,13
9051,control,0,8,11
9052,control,0,1,3
9053,treatment,1,7,8.2
9054,control,0,8,9
9055,control,0,1,3
9056,treatment,1,4,6.2
9057,treatment,1,2,5.2
9058,treatment,1,5,8.2
9059,treatment,1,8,10.2
9060,treatment,1,8,9.2
9061,control,0,3,6
9062,treatment,1,7,10.2
9063,control,0,10,12
9064,control,0,6,8
9065,control,0,9,10
9066,treatment,1,9,10.2
9067,control,0,5,8
9068,treatment,1,7,9.2
9069,control,0,5,6
9070,treatment,1,2,3.2
9071,treatment,1,5,6.2
9072,control,0,8,9
9073,treatment,1,9,10.2
9074,treatment,1,7,8.2
9075,treatment,1,4,5.2
9076,control,0,1,4
9077,treatment,1,11,12.2
9078,treatment,1,7,10.2
9079,control,0,5,6
9080,control,0,2,5
9081,control,0,4,7
9082,control,0,7,9
9083,control,0,3,6
9084,control,0,3,6
9085,control,0,1,3
9086,treatment,1,10,13.2
9087,control,0,5,8
9088,control,0,1,3
9089,treatment,1,6,7.2
9090,control,0,10,12
9091,control,0,3,6
9092,control,0,7,9
9093,treatment,1,7,10.2
9094,treatment,1,3,6.2
9095,control,0,4,7
9096,treatment,1,8,9.2
9097,treatment,1,10,13.2
9098,control,0,7,9
9099,treatment,1,10,12.2
9100,treatment,1,7,8.2
9101,control,0,3,6
9102,treatment,1,2,5.2
9103,treatment,1,2,3.2
9104,treatment,1,2,5.2
9105,treatment,1,3,4.2
9106,treatment,1,10,12.2
9107,control,0,2,4
9108,treatment,1,8,9.2
9109,treatment,1,5,8.2
9110,control,0,5,8
9111,control,0,4,6
9112,control,0,9,10
9113,control,0,9,10
9114,control,0,5,7
9115,treatment,1,11,14.2
9116,control,0,7,10
9117,treatment,1,10,11.2
9118,control,0,2,3
9119,treatment,1,3,5.2
9120,treatment,1,5,7.2
9121,treatment,1,7,8.2
9122,control,0,3,4
9123,control,0,5,7
9124,treatment,1,7,10.2
9125,control,0,4,5
9126,treatment,1,3,4.2
9127,control,0,7,10
9128,control,0,6,9
9129,control,0,10,11
9130,control,0,3,6
9131,treatment,1,7,10.2
9132,control,0,5,7
9133,control,0,5,8
9134,control,0,7,9
9135,control,0,3,5
9136,control,0,6,8
9137,control,0,5,7
9138,treatment,1,4,5.2
9139,control,0,1,2
9140,treatment,1,9,12.2
9141,control,0,6,8
9142,control,0,2,4
9143,treatment,1,6,7.2
9144,control,0,7,8
9145,treatment,1,11,14.2
9146,treatment,1,4,6.2
9147,control,0,4,6
9148,treatment,1,5,6.2
9149,control,0,9,12
9150,control,0,5,8
9151,treatment,1,9,10.2
9152,treatment,1,2,4.2
9153,treatment,1,7,9.2
9154,control,0,2,4
9155,control,0,2,5
9156,treatment,1,9,11.2
9157,treatment,1,6,7.2
9158,control,0,3,6
9159,treatment,1,9,10.2
9160,treatment,1,2,5.2
9161,treatment,1,8,11.2
9162,control,0,8,10
9163,treatment,1,4,7.2
9164,control,0,6,9
9165,treatment,1,8,11.2
9166,control,0,4,7
9167,treatment,1,11,13.2
9168,treatment,1,7,9.2
9169,control,0,6,9
9170,treatment,1,6,8.2
9171,treatment,1,10,13.2
9172,control,0,10,13
9173,treatment,1,3,6.2
9174,control,0,10,11
9175,control,0,1,3
9176,treatment,1,10,11.2
9177,treatment,1,9,10.2
9178,control,0,5,8
9179,treatment,1,5,8.2
9180,treatment,1,9,11.2
9181,control,0,9,11
9182,control,0,8,9
9183,control,0,4,5
9184,treatment,1,10,11.2
9185,treatment,1,11,13.2
9186,control,0,7,8
9187,treatment,1,6,7.2
9188,treatment,1,11,14.2
9189,treatment,1,3,5.2
9190,control,0,2,4
9191,treatment,1,2,5.2
9192,control,0,6,8
9193,treatment,1,4,7.2
9194,treatment,1,11,14.2
9195,treatment,1,6,8.2
9196,control,0,4,7
9197,treatment,1,9,10.2
9198,control,0,5,8
9199,control,0,10,12
9200,treatment,1,10,11.2
9201,treatment,1,3,5.2
9202,control,0,6,9
9203,treatment,1,8,11.2
9204,control,0,6,9
9205,control,0,8,11
9206,control,0,3,5
9207,control,0,7,8
9208,treatment,1,10,13.2
9209,control,0,4,6
9210,control,0,7,9
9211,treatment,1,3,4.2
9212,control,0,7,10
9213,control,0,10,12
9214,control,0,2,4
9215,treatment,1,6,8.2
9216,control,0,8,9
9217,treatment,1,3,4.2
9218,treatment,1,11,14.2
9219,control,0,4,7
9220,control,0,4,7
9221,treatment,1,2,3.2
9222,treatment,1,11,13.2
9223,treatment,1,2,3.2
9224,control,0,6,8
9225,control,0,8,9
9226,control,0,8,11
9227,treatment,1,7,9.2
9228,control,0,2,5
9229,control,0,2,5
9230,control,0,9,12
9231,control,0,2,3
9232,treatment,1,5,6.2
9233,treatment,1,3,6.2
9234,treatment,1,8,11.2
9235,treatment,1,11,12.2
9236,control,0,10,11
9237,control,0,1,2
9238,treatment,1,8,10.2
9239,treatment,1,8,11.2
9240,treatment,1,4,6.2
9241,treatment,1,4,6.2
9242,control,0,2,3
9243,control,0,8,9
9244,treatment,1,10,12.2
9245,control,0,2,5
9246,control,0,3,6
9247,treatment,1,3,5.2
9248,control,0,3,4
9249,control,0,7,8
9250,control,0,9,10
9251,control,0,9,11
9252,control,0,2,3
9253,control,0,10,12
9254,control,0,7,10
9255,control,0,6,7
9256,control,0,8,10
9257,control,0,6,8
9258,control,0,5,8
9259,control,0,9,11
9260,control,0,8,11
9261,control,0,8,10
9262,control,0,7,8
9263,control,0,4,5
9264,treatment,1,2,5.2
9265,treatment,1,2,5.2
9266,control,0,7,10
9267,control,0,2,4
9268,control,0,6,9
9269,control,0,7,8
9270,treatment,1,6,9.2
9271,treatment,1,5,7.2
9272,control,0,9,10
9273,treatment,1,10,12.2
9274,treatment,1,7,10.2
9275,treatment,1,7,8.2
9276,treatment,1,7,9.2
9277,control,0,9,12
9278,treatment,1,3,5.2
9279,control,0,6,8
9280,control,0,4,6
9281,treatment,1,2,3.2
9282,control,0,8,11
9283,treatment,1,2,4.2
9284,treatment,1,11,12.2
9285,treatment,1,9,12.2
9286,treatment,1,11,14.2
9287,control,0,3,4
9288,treatment,1,9,11.2
9289,control,0,10,11
9290,treatment,1,3,4.2
9291,control,0,3,4
9292,treatment,1,6,9.2
9293,control,0,6,8
9294,treatment,1,7,8.2
9295,control,0,6,7
9296,treatment,1,8,10.2
9297,treatment,1,3,6.2
9298,control,0,9,11
9299,treatment,1,9,10.2
9300,control,0,4,5
9301,control,0,8,10
9302,control,0,4,5
9303,control,0,1,4
9304,treatment,1,10,12.2
9305,control,0,9,10
9306,treatment,1,8,10.2
9307,treatment,1,4,7.2
9308,control,0,7,9
9309,treatment,1,4,5.2
9310,treatment,1,8,11.2
9311,treatment,1,5,8.2
9312,control,0,7,9
9313,treatment,1,6,7.2
9314,control,0,5,7
9315,treatment,1,3,6.2
9316,control,0,8,11
9317,control,0,5,7
9318,treatment,1,8,11.2
9319,treatment,1,10,13.2
9320,control,0,6,8
9321,treatment,1,6,8.2
9322,treatment,1,2,5.2
9323,treatment,1,2,3.2
9324,control,0,4,5
9325,treatment,1,3,6.2
9326,control,0,6,7
9327,control,0,1,2
9328,treatment,1,5,8.2
9329,treatment,1,2,5.2
9330,control,0,10,12
9331,treatment,1,3,6.2
9332,control,0,6,8
9333,treatment,1,8,9.2
9334,treatment,1,4,7.2
9335,treatment,1,3,6.2
9336,treatment,1,3,4.2
9337,treatment,1,7,8.2
9338,treatment,1,8,9.2
9339,treatment,1,2,5.2
9340,treatment,1,4,5.2
9341,treatment,1,6,7.2
9342,control,0,5,6
9343,treatment,1,6,8.2
9344,treatment,1,7,8.2
9345,treatment,1,3,5.2
9346,control,0,9,11
9347,control,0,10,11
9348,control,0,8,9
9349,control,0,3,4
9350,control,0,7,10
9351,control,0,2,4
9352,treatment,1,2,3.2
9353,treatment,1,7,10.2
9354,treatment,1,8,9.2
9355,treatment,1,6,9.2
9356,control,0,5,8
9357,control,0,5,6
9358,control,0,4,6
9359,treatment,1,10,11.2
9360,control,0,4,7
9361,treatment,1,3,5.2
9362,control,0,5,8
9363,treatment,1,9,10.2
9364,control,0,4,5
9365,control,0,10,11
9366,treatment,1,10,11.2
9367,treatment,1,11,14.2
9368,treatment,1,4,7.2
9369,treatment,1,3,6.2
9370,control,0,8,10
9371,control,0,6,8
9372,treatment,1,5,6.2
9373,control,0,3,4
9374,treatment,1,9,11.2
9375,treatment,1,10,13.2
9376,treatment,1,2,4.2
9377,control,0,4,5
9378,treatment,1,6,8.2
9379,control,0,2,3
9380,treatment,1,5,7.2
9381,control,0,4,7
9382,control,0,1,3
9383,treatment,1,2,5.2
9384,control,0,3,5
9385,control,0,7,10
9386,treatment,1,4,6.2
9387,treatment,1,3,4.2
9388,control,0,3,5
9389,control,0,7,8
9390,control,0,9,12
9391,treatment,1,3,5.2
9392,treatment,1,5,8.2
9393,control,0,8,11
9394,treatment,1,4,5.2
9395,control,0,3,5
9396,treatment,1,11,14.2
9397,treatment,1,8,10.2
9398,treatment,1,5,8.2
9399,treatment,1,8,10.2
9400,treatment,1,5,7.2
9401,control,0,3,5
9402,control,0,9,10
9403,treatment,1,5,8.2
9404,control,0,9,10
9405,treatment,1,7,8.2
9406,treatment,1,8,11.2
9407,control,0,10,13
9408,control,0,3,6
9409,control,0,1,4
9410,treatment,1,9,12.2
9411,treatment,1,11,13.2
9412,control,0,10,13
9413,treatment,1,9,10.2
9414,control,0,4,6
9415,treatment,1,5,7.2
9416,control,0,5,8
9417,treatment,1,10,11.2
9418,control,0,6,9
9419,treatment,1,6,7.2
9420,treatment,1,7,9.2
9421,treatment,1,11,12.2
9422,control,0,2,5
9423,control,0,2,3
9424,treatment,1,11,13.2
9425,control,0,5,7
9426,control,0,2,3
9427,treatment,1,4,7.2
9428,treatment,1,8,10.2
9429,control,0,7,8
9430,treatment,1,9,11.2
9431,control,0,7,9
9432,treatment,1,8,9.2
9433,control,0,1,4
9434,control,0,10,12
9435,treatment,1,4,6.2
9436,treatment,1,8,9.2
9437,treatment,1,3,6.2
9438,treatment,1,9,11.2
9439,treatment,1,10,12.2
9440,control,0,9,12
9441,treatment,1,8,11.2
9442,treatment,1,11,12.2
9443,treatment,1,3,5.2
9444,control,0,7,10
9445,control,0,3,6
9446,control,0,5,6
9447,treatment,1,9,10.2
9448,treatment,1,4,5.2
9449,treatment,1,2,4.2
9450,treatment,1,10,13.2
9451,treatment,1,8,11.2
9452,control,0,5,8
9453,treatment,1,5,7.2
9454,control,0,7,10
9455,control,0,7,8
9456,control,0,1,4
9457,control,0,1,3
9458,treatment,1,7,9.2
9459,treatment,1,7,8.2
9460,treatment,1,8,9.2
9461,control,0,5,6
9462,treatment,1,5,6.2
9463,treatment,1,6,8.2
9464,treatment,1,5,6.2
9465,treatment,1,11,13.2
9466,treatment,1,10,11.2
9467,control,0,8,9
9468,treatment,1,9,12.2
9469,treatment,1,7,9.2
9470,control,0,2,5
9471,treatment,1,8,9.2
9472,treatment,1,2,4.2
9473,control,0,1,4
9474,control,0,7,8
9475,treatment,1,7,9.2
9476,control,0,8,11
9477,control,0,2,5
9478,treatment,1,5,6.2
9479,treatment,1,2,3.2
9480,treatment,1,9,10.2
9481,control,0,4,7
9482,control,0,7,10
9483,treatment,1,2,3.2
9484,treatment,1,4,7.2
9485,treatment,1,11,14.2
9486,control,0,7,9
9487,treatment,1,2,4.2
9488,treatment,1,10,13.2
9489,treatment,1,10,13.2
9490,treatment,1,4,5.2
9491,control,0,10,13
9492,treatment,1,9,11.2
9493,treatment,1,5,6.2
9494,control,0,9,12
9495,treatment,1,3,4.2
9496,treatment,1,9,12.2
9497,control,0,9,11
9498,control,0,7,8
9499,treatment,1,9,12.2
9500,treatment,1,7,9.2
9501,treatment,1,4,5.2
9502,treatment,1,11,12.2
9503,treatment,1,6,9.2
9504,control,0,8,9
9505,control,0,9,12
9506,control,0,10,11
9507,treatment,1,9,11.2
9508,control,0,10,13
9509,control,0,6,9
9510,treatment,1,4,6.2
9511,treatment,1,7,8.2
9512,control,0,3,6
9513,treatment,1,3,5.2
9514,control,0,4,7
9515,control,0,6,7
9516,control,0,7,10
9517,control,0,7,9
9518,treatment,1,7,8.2
9519,control,0,7,10
9520,control,0,3,5
9521,treatment,1,3,4.2
9522,treatment,1,8,9.2
9523,control,0,5,6
9524,treatment,1,10,12.2
9525,control,0,5,7
9526,treatment,1,10,13.2
9527,treatment,1,4,7.2
9528,treatment,1,4,5.2
9529,control,0,7,10
9530,treatment,1,2,5.2
9531,control,0,10,11
9532,treatment,1,11,14.2
9533,treatment,1,7,10.2
9534,treatment,1,7,8.2
9535,treatment,1,4,7.2
9536,treatment,1,6,8.2
9537,treatment,1,7,9.2
9538,control,0,10,11
9539,control,0,2,3
9540,control,0,7,8
9541,control,0,7,8
9542,control,0,10,12
9543,treatment,1,9,11.2
9544,control,0,9,11
9545,control,0,6,8
9546,control,0,6,8
9547,treatment,1,4,5.2
9548,control,0,4,7
9549,control,0,9,12
9550,control,0,6,9
9551,control,0,3,4
9552,control,0,6,7
9553,treatment,1,2,3.2
9554,treatment,1,8,9.2
9555,treatment,1,9,11.2
9556,control,0,4,7
9557,treatment,1,11,12.2
9558,control,0,6,9
9559,control,0,9,12
9560,control,0,7,8
9561,control,0,6,9
9562,treatment,1,4,5.2
9563,treatment,1,5,7.2
9564,control,0,3,6
9565,treatment,1,3,5.2
9566,control,0,6,7
9567,control,0,7,9
9568,control,0,7,9
9569,treatment,1,6,9.2
9570,control,0,6,7
9571,control,0,8,10
9572,control,0,4,7
9573,treatment,1,10,13.2
9574,treatment,1,2,4.2
9575,treatment,1,8,10.2
9576,treatment,1,10,13.2
9577,treatment,1,9,12.2
9578,control,0,2,5
9579,control,0,1,3
9580,treatment,1,5,8.2
9581,treatment,1,4,6.2
9582,control,0,4,6
9583,control,0,7,9
9584,control,0,2,3
9585,treatment,1,3,5.2
9586,control,0,8,11
9587,treatment,1,4,7.2
9588,control,0,2,5
9589,control,0,2,5
9590,control,0,4,7
9591,treatment,1,9,12.2
9592,treatment,1,2,3.2
9593,treatment,1,8,10.2
9594,treatment,1,11,13.2
9595,treatment,1,11,14.2
9596,treatment,1,6,9.2
9597,control,0,2,5
9598,control,0,6,7
9599,treatment,1,2,5.2
9600,treatment,1,6,7.2
9601,treatment,1,9,10.2
9602,treatment,1,3,5.2
9603,control,0,10,12
9604,control,0,5,6
9605,treatment,1,10,12.2
9606,control,0,7,10
9607,control,0,4,7
9608,treatment,1,9,12.2
9609,treatment,1,10,12.2
9610,control,0,1,2
9611,treatment,1,9,10.2
9612,treatment,1,6,8.2
9613,treatment,1,7,9.2
9614,treatment,1,11,12.2
9615,control,0,1,3
9616,control,0,10,13
9617,treatment,1,8,10.2
9618,control,0,4,7
9619,treatment,1,7,9.2
9620,treatment,1,4,7.2
9621,control,0,5,6
9622,control,0,8,9
9623,treatment,1,6,9.2
9624,treatment,1,5,6.2
9625,treatment,1,4,6.2
9626,treatment,1,9,10.2
9627,control,0,10,12
9628,treatment,1,9,10.2
9629,control,0,5,7
9630,control,0,3,6
9631,treatment,1,3,4.2
9632,control,0,5,6
9633,control,0,10,12
9634,control,0,1,3
9635,treatment,1,2,3.2
9636,control,0,6,7
9637,treatment,1,8,9.2
9638,control,0,4,6
9639,control,0,10,12
9640,control,0,5,7
9641,control,0,5,8
9642,treatment,1,2,4.2
9643,control,0,9,11
9644,treatment,1,6,9.2
9645,treatment,1,6,9.2
9646,treatment,1,2,5.2
9647,treatment,1,2,3.2
9648,treatment,1,6,8.2
9649,treatment,1,2,3.2
9650,treatment,1,5,8.2
9651,control,0,6,7
9652,treatment,1,7,10.2
9653,control,0,3,5
9654,control,0,4,5
9655,control,0,8,10
9656,control,0,8,9
9657,control,0,5,8
9658,control,0,5,6
9659,control,0,9,11
9660,control,0,4,5
9661,control,0,10,13
9662,treatment,1,3,4.2
9663,control,0,5,8
9664,treatment,1,2,4.2
9665,control,0,7,10
9666,treatment,1,3,5.2
9667,treatment,1,6,7.2
9668,control,0,7,10
9669,treatment,1,9,12.2
9670,treatment,1,9,12.2
9671,treatment,1,8,11.2
9672,control,0,10,12
9673,treatment,1,3,5.2
9674,treatment,1,3,6.2
9675,control,0,3,6
9676,control,0,5,8
9677,treatment,1,2,3.2
9678,control,0,1,3
9679,control,0,4,5
9680,treatment,1,5,8.2
9681,treatment,1,6,9.2
9682,treatment,1,8,11.2
9683,treatment,1,4,5.2
9684,treatment,1,5,8.2
9685,control,0,1,4
9686,control,0,5,7
9687,control,0,2,4
9688,control,0,8,9
9689,treatment,1,6,7.2
9690,control,0,5,7
9691,treatment,1,11,13.2
9692,control,0,7,8
9693,control,0,4,7
9694,treatment,1,4,5.2
9695,control,0,1,2
9696,treatment,1,2,4.2
9697,treatment,1,10,12.2
9698,treatment,1,4,5.2
9699,treatment,1,10,12.2
9700,control,0,4,5
9701,control,0,1,2
9702,treatment,1,5,8.2
9703,control,0,2,3
9704,treatment,1,2,5.2
9705,treatment,1,10,13.2
9706,treatment,1,6,9.2
9707,control,0,9,12
9708,control,0,3,6
9709,treatment,1,3,6.2
9710,treatment,1,11,14.2
9711,control,0,5,6
9712,control,0,2,4
9713,control,0,2,4
9714,control,0,1,4
9715,control,0,10,13
9716,control,0,1,3
9717,treatment,1,3,4.2
9718,treatment,1,3,5.2
9719,treatment,1,11,13.2
9720,treatment,1,11,12.2
9721,treatment,1,4,7.2
9722,control,0,7,9
9723,treatment,1,2,5.2
9724,treatment,1,3,4.2
9725,control,0,2,5
9726,treatment,1,9,11.2
9727,treatment,1,8,9.2
9728,control,0,10,13
9729,control,0,7,9
9730,control,0,4,7
9731,treatment,1,5,8.2
9732,control,0,4,6
9733,control,0,2,3
9734,control,0,10,13
9735,treatment,1,4,7.2
9736,control,0,8,9
9737,control,0,1,3
9738,control,0,7,8
9739,control,0,8,9
9740,treatment,1,5,8.2
9741,control,0,9,11
9742,treatment,1,4,6.2
9743,treatment,1,3,4.2
9744,treatment,1,10,11.2
9745,treatment,1,2,3.2
9746,control,0,9,10
9747,control,0,4,5
9748,control,0,6,9
9749,control,0,2,4
9750,treatment,1,7,10.2
9751,treatment,1,5,6.2
9752,control,0,3,6
9753,control,0,8,9
9754,treatment,1,11,13.2
9755,treatment,1,6,8.2
9756,treatment,1,7,10.2
9757,control,0,5,7
9758,treatment,1,7,8.2
9759,control,0,9,10
9760,treatment,1,6,8.2
9761,treatment,1,9,10.2
9762,treatment,1,9,10.2
9763,control,0,6,8
9764,control,0,4,7
9765,control,0,1,3
9766,treatment,1,8,9.2
9767,control,0,10,12
9768,treatment,1,2,4.2
9769,treatment,1,10,12.2
9770,control,0,7,8
9771,control,0,9,11
9772,treatment,1,3,6.2
9773,treatment,1,9,10.2
9774,treatment,1,3,4.2
9775,treatment,1,3,5.2
9776,control,0,6,9
9777,control,0,6,9
9778,treatment,1,3,4.2
9779,control,0,2,4
9780,treatment,1,5,7.2
9781,control,0,5,6
9782,control,0,9,12
9783,control,0,10,11
9784,control,0,3,4
9785,control,0,9,12
9786,treatment,1,11,13.2
9787,treatment,1,4,7.2
9788,control,0,2,5
9789,treatment,1,5,8.2
9790,treatment,1,9,10.2
9791,treatment,1,3,5.2
9792,treatment,1,10,12.2
9793,control,0,9,11
9794,control,0,2,3
9795,treatment,1,10,11.2
9796,control,0,7,10
9797,treatment,1,10,11.2
9798,treatment,1,10,11.2
9799,control,0,10,11
9800,treatment,1,5,6.2
9801,treatment,1,5,8.2
9802,treatment,1,10,12.2
9803,treatment,1,8,10.2
9804,control,0,3,4
9805,treatment,1,8,9.2
9806,control,0,1,2
9807,treatment,1,2,5.2
9808,treatment,1,7,8.2
9809,control,0,9,12
9810,control,0,2,3
9811,control,0,2,3
9812,treatment,1,3,5.2
9813,control,0,5,8
9814,treatment,1,3,6.2
9815,control,0,9,10
9816,control,0,9,11
9817,control,0,5,7
9818,treatment,1,6,8.2
9819,control,0,7,9
9820,control,0,2,5
9821,control,0,10,11
9822,control,0,1,2
9823,control,0,2,4
9824,treatment,1,3,5.2
9825,control,0,7,10
9826,treatment,1,11,12.2
9827,control,0,3,4
9828,treatment,1,3,5.2
9829,treatment,1,9,10.2
9830,control,0,8,9
9831,treatment,1,9,12.2
9832,treatment,1,9,10.2
9833,treatment,1,5,8.2
9834,control,0,9,11
9835,control,0,5,6
9836,treatment,1,10,13.2
